x,y,temperature
0.0,0.0,0.0
0.3,0.0,0.0
0.6,0.0,0.0
0.8999999999999999,0.0,0.0
1.2,0.0,0.0
1.5,0.0,0.0
1.7999999999999998,0.0,0.0
2.1,0.0,0.0
2.4,0.0,0.0
2.6999999999999997,0.0,0.0
3.0,0.0,0.0
0.0,0.3,0.0
0.3,0.3,0.17453300952826795
0.6,0.3,0.33198119414761307
0.8999999999999999,0.3,0.45693237272888854
1.2,0.3,0.53715570560791
1.5,0.3,0.5647987264012413
1.7999999999999998,0.3,0.53715570560791
2.1,0.3,0.45693237272888865
2.4,0.3,0.3319811941476131
2.6999999999999997,0.3,0.17453300952826797
3.0,0.3,0.0
0.0,0.6,0.0
0.3,0.6,0.33198119414761307
0.6,0.6,0.631465151294632
0.8999999999999999,0.6,0.8691361889263128
1.2,0.6,1.0217298897950617
1.5,0.6,1.0743099895573998
1.7999999999999998,0.6,1.0217298897950617
2.1,0.6,0.869136188926313
2.4,0.6,0.6314651512946321
2.6999999999999997,0.6,0.3319811941476132
3.0,0.6,0.0
0.0,0.8999999999999999,0.0
0.3,0.8999999999999999,0.45693237272888854
0.6,0.8999999999999999,0.869136188926313
0.8999999999999999,0.8999999999999999,1.19626192095104
1.2,0.8999999999999999,1.406288883413368
1.5,0.8999999999999999,1.4786590964443027
1.7999999999999998,0.8999999999999999,1.4062888834133682
2.1,0.8999999999999999,1.19626192095104
2.4,0.8999999999999999,0.869136188926313
2.6999999999999997,0.8999999999999999,0.45693237272888865
3.0,0.8999999999999999,0.0
0.0,1.2,0.0
0.3,1.2,0.5371557056079099
0.6,1.2,1.0217298897950615
0.8999999999999999,1.2,1.4062888834133682
1.2,1.2,1.6531901492273262
1.5,1.2,1.7382663556109164
1.7999999999999998,1.2,1.6531901492273264
2.1,1.2,1.4062888834133682
2.4,1.2,1.0217298897950617
2.6999999999999997,1.2,0.5371557056079101
3.0,1.2,0.0
0.0,1.5,0.0
0.3,1.5,0.5647987264012412
0.6,1.5,1.0743099895573998
0.8999999999999999,1.5,1.4786590964443025
1.2,1.5,1.7382663556109161
1.5,1.5,1.8277207400861228
1.7999999999999998,1.5,1.7382663556109166
2.1,1.5,1.4786590964443025
2.4,1.5,1.0743099895573998
2.6999999999999997,1.5,0.5647987264012414
3.0,1.5,0.0
0.0,1.7999999999999998,0.0
0.3,1.7999999999999998,0.53715570560791
0.6,1.7999999999999998,1.0217298897950617
0.8999999999999999,1.7999999999999998,1.4062888834133684
1.2,1.7999999999999998,1.6531901492273269
1.5,1.7999999999999998,1.7382663556109168
1.7999999999999998,1.7999999999999998,1.6531901492273269
2.1,1.7999999999999998,1.4062888834133684
2.4,1.7999999999999998,1.0217298897950617
2.6999999999999997,1.7999999999999998,0.5371557056079101
3.0,1.7999999999999998,0.0
0.0,2.1,0.0
0.3,2.1,0.4569323727288887
0.6,2.1,0.8691361889263132
0.8999999999999999,2.1,1.19626192095104
1.2,2.1,1.4062888834133687
1.5,2.1,1.478659096444303
1.7999999999999998,2.1,1.4062888834133687
2.1,2.1,1.19626192095104
2.4,2.1,0.8691361889263132
2.6999999999999997,2.1,0.4569323727288887
3.0,2.1,0.0
0.0,2.4,0.0
0.3,2.4,0.3319811941476131
0.6,2.4,0.6314651512946322
0.8999999999999999,2.4,0.8691361889263132
1.2,2.4,1.0217298897950622
1.5,2.4,1.0743099895574
1.7999999999999998,2.4,1.0217298897950622
2.1,2.4,0.8691361889263132
2.4,2.4,0.6314651512946323
2.6999999999999997,2.4,0.3319811941476132
3.0,2.4,0.0
0.0,2.6999999999999997,0.0
0.3,2.6999999999999997,0.174533009528268
0.6,2.6999999999999997,0.3319811941476132
0.8999999999999999,2.6999999999999997,0.4569323727288887
1.2,2.6999999999999997,0.5371557056079101
1.5,2.6999999999999997,0.5647987264012414
1.7999999999999998,2.6999999999999997,0.5371557056079101
2.1,2.6999999999999997,0.45693237272888876
2.4,2.6999999999999997,0.3319811941476132
2.6999999999999997,2.6999999999999997,0.17453300952826806
3.0,2.6999999999999997,0.0
0.0,3.0,0.0
0.3,3.0,0.0
0.6,3.0,0.0
0.8999999999999999,3.0,0.0
1.2,3.0,0.0
1.5,3.0,0.0
1.7999999999999998,3.0,0.0
2.1,3.0,0.0
2.4,3.0,0.0
2.6999999999999997,3.0,0.0
3.0,3.0,0.0
