x,y,tau,temperature,is_post_switch
0.125,0.8125,12.5,0.007970575663803089,0
0.1875,0.8125,12.5,0.00656659577104046,0
0.25,0.8125,12.5,0.004814383605727174,0
0.3125,0.8125,12.5,0.003381804667930754,0
0.375,0.8125,12.5,0.002418575667966807,0
0.4375,0.8125,12.5,0.001886847582040728,0
0.5,0.8125,12.5,0.001719186068342603,0
0.5625,0.8125,12.5,0.001886847582040767,0
0.625,0.8125,12.5,0.002418575667966842,0
0.6875,0.8125,12.5,0.003381804667930661,0
0.75,0.8125,12.5,0.004814383605727112,0
0.8125,0.8125,12.5,0.006566595771040417,0
0.875,0.8125,12.5,0.007970575663803114,0
0.9375,0.8125,12.5,0.007187930028884797,0
1,0.8125,12.5,5.677323191838601e-07,0
0,0.875,12.5,4.076026906961046e-07,0
0.0625,0.875,12.5,0.007491634738678208,0
0.125,0.875,12.5,0.008778782935906887,0
0.1875,0.875,12.5,0.007970575663803088,0
0.25,0.875,12.5,0.006753585562966759,0
0.3125,0.875,12.5,0.005723248927589513,0
0.375,0.875,12.5,0.005021855031708883,0
0.4375,0.875,12.5,0.004632331171442531,0
0.5,0.875,12.5,0.004509157496831475,0
0.5625,0.875,12.5,0.004632331171442551,0
0.625,0.875,12.5,0.005021855031708985,0
0.6875,0.875,12.5,0.005723248927589525,0
0.75,0.875,12.5,0.006753585562966767,0
0.8125,0.875,12.5,0.007970575663803109,0
0.875,0.875,12.5,0.008778782935906894,0
0.9375,0.875,12.5,0.007491634738678222,0
1,0.875,12.5,4.076026906961046e-07,0
0,0.9375,12.5,2.183585843014846e-07,0
0.0625,0.9375,12.5,0.006259993194187999,0
0.125,0.9375,12.5,0.007491634738678202,0
0.1875,0.9375,12.5,0.007187930028884738,0
0.25,0.9375,12.5,0.006563042813130499,0
0.3125,0.9375,12.5,0.006012782083298578,0
0.375,0.9375,12.5,0.005633230547098069,0
0.4375,0.9375,12.5,0.005420989915599212,0
0.5,0.9375,12.5,0.005353640245493289,0
0.5625,0.9375,12.5,0.005420989915599163,0
0.625,0.9375,12.5,0.005633230547098089,0
0.6875,0.9375,12.5,0.006012782083298592,0
0.75,0.9375,12.5,0.006563042813130495,0
0.8125,0.9375,12.5,0.007187930028884723,0
0.875,0.9375,12.5,0.007491634738678221,0
0.9375,0.9375,12.5,0.006259993194188005,0
1,0.9375,12.5,2.183585843014846e-07,0
0,1,12.5,0,0
0.0625,1,12.5,2.183585843014846e-07,0
0.125,1,12.5,4.076026906961046e-07,0
0.1875,1,12.5,5.677323191838601e-07,0
0.25,1,12.5,6.987474697647508e-07,0
0.3125,1,12.5,8.00648142438777e-07,0
0.375,1,12.5,8.734343372059385e-07,0
0.4375,1,12.5,9.171060540662355e-07,0
0.5,1,12.5,9.316632930196677e-07,0
0.5625,1,12.5,9.171060540662355e-07,0
0.625,1,12.5,8.734343372059385e-07,0
0.6875,1,12.5,8.00648142438777e-07,0
0.75,1,12.5,6.987474697647508e-07,0
0.8125,1,12.5,5.677323191838601e-07,0
0.875,1,12.5,4.076026906961046e-07,0
0.9375,1,12.5,2.183585843014846e-07,0
1,1,12.5,0,0
0,0,15,0,0
0.0625,0,15,1.792396409190385e-08,0
0.125,0,15,3.34580663048872e-08,0
0.1875,0,15,4.660230663895002e-08,0
0.25,0,15,5.735668509409233e-08,0
0.3125,0,15,6.572120167031413e-08,0
0.375,0,15,7.169585636761541e-08,0
0.4375,0,15,7.528064918599619e-08,0
0.5,0,15,7.647558012545645e-08,0
0.5625,0,15,7.528064918599619e-08,0
0.625,0,15,7.169585636761541e-08,0
0.6875,0,15,6.572120167031413e-08,0
0.75,0,15,5.735668509409233e-08,0
0.8125,0,15,4.660230663895002e-08,0
0.875,0,15,3.34580663048872e-08,0
0.9375,0,15,1.792396409190385e-08,0
1,0,15,0,0
0,0.0625,15,1.792396409190385e-08,0
0.0625,0.0625,15,0.005621955982661599,0
0.125,0.0625,15,0.006512326268467625,0
0.1875,0.0625,15,0.006111770027473614,0
0.25,0.0625,15,0.005530240431081766,0
0.3125,0.0625,15,0.005078906849603706,0
0.375,0.0625,15,0.00479900475027106,0
0.4375,0.0625,15,0.004656275007986908,0
0.5,0.0625,15,0.004613520745811025,0
0.5625,0.0625,15,0.004656275007986922,0
0.625,0.0625,15,0.004799004750271148,0
0.6875,0.0625,15,0.005078906849603655,0
0.75,0.0625,15,0.005530240431081744,0
0.8125,0.0625,15,0.006111770027473605,0
0.875,0.0625,15,0.006512326268467636,0
0.9375,0.0625,15,0.005621955982661606,0
1,0.0625,15,1.792396409190385e-08,0
0,0.125,15,3.34580663048872e-08,0
0.0625,0.125,15,0.00651232626846763,0
0.125,0.125,15,0.00727464560435635,0
0.1875,0.125,15,0.006341500895031413,0
0.25,0.125,15,0.005235568438989008,0
0.3125,0.125,15,0.004408030608460299,0
0.375,0.125,15,0.003904043330792517,0
0.4375,0.125,15,0.003650740454891316,0
0.5,0.125,15,0.003575591308213636,0
0.5625,0.125,15,0.003650740454891308,0
0.625,0.125,15,0.003904043330792458,0
0.6875,0.125,15,0.004408030608460104,0
0.75,0.125,15,0.005235568438988945,0
0.8125,0.125,15,0.006341500895031389,0
0.875,0.125,15,0.007274645604356368,0
0.9375,0.125,15,0.006512326268467632,0
1,0.125,15,3.34580663048872e-08,0
0,0.1875,15,4.660230663895002e-08,0
0.0625,0.1875,15,0.006111770027473576,0
0.125,0.1875,15,0.006341500895031431,0
0.1875,0.1875,15,0.004860697358452727,0
0.25,0.1875,15,0.003315232098262225,0
0.3125,0.1875,15,0.00219376863891947,0
0.375,0.1875,15,0.001521550566903997,0
0.4375,0.1875,15,0.001187890758054317,0
0.5,0.1875,15,0.001089721223472433,0
0.5625,0.1875,15,0.001187890758054341,0
0.625,0.1875,15,0.001521550566903919,0
0.6875,0.1875,15,0.002193768638919342,0
0.75,0.1875,15,0.003315232098262162,0
0.8125,0.1875,15,0.004860697358452688,0
0.875,0.1875,15,0.006341500895031413,0
0.9375,0.1875,15,0.006111770027473564,0
1,0.1875,15,4.660230663895002e-08,0
0,0.25,15,5.735668509409233e-08,0
0.0625,0.25,15,0.005530240431081735,0
0.125,0.25,15,0.005235568438988937,0
0.1875,0.25,15,0.003315232098262064,0
0.25,0.25,15,0.001447502693699485,0
0.3125,0.25,15,0.0001209179585136491,0
0.375,0.25,15,-0.0006640825293104022,0
0.4375,0.25,15,-0.001049451035480916,0
0.5,0.25,15,-0.001161971486155126,0
0.5625,0.25,15,-0.001049451035480972,0
0.625,0.25,15,-0.0006640825293103842,0
0.6875,0.25,15,0.0001209179585135205,0
0.75,0.25,15,0.001447502693699521,0
0.8125,0.25,15,0.003315232098262046,0
0.875,0.25,15,0.005235568438988902,0
0.9375,0.25,15,0.005530240431081702,0
1,0.25,15,5.735668509409233e-08,0
0,0.3125,15,6.572120167031413e-08,0
0.0625,0.3125,15,0.005078906849603806,0
0.125,0.3125,15,0.004408030608460361,0
0.1875,0.3125,15,0.002193768638919344,0
0.25,0.3125,15,0.0001209179585135798,0
0.3125,0.3125,15,-0.001330668958171886,0
0.375,0.3125,15,-0.002180869572617884,0
0.4375,0.3125,15,-0.002594160934326864,0
0.5,0.3125,15,-0.002713973817440003,0
0.5625,0.3125,15,-0.002594160934326913,0
0.625,0.3125,15,-0.002180869572617827,0
0.6875,0.3125,15,-0.00133066895817183,0
0.75,0.3125,15,0.0001209179585137035,0
0.8125,0.3125,15,0.002193768638919434,0
0.875,0.3125,15,0.004408030608460341,0
0.9375,0.3125,15,0.005078906849603745,0
1,0.3125,15,6.572120167031413e-08,0
0,0.375,15,7.169585636761541e-08,0
0.0625,0.375,15,0.004799004750271217,0
0.125,0.375,15,0.003904043330792602,0
0.1875,0.375,15,0.001521550566903961,0
0.25,0.375,15,-0.0006640825293105458,0
0.3125,0.375,15,-0.002180869572618031,0
0.375,0.375,15,-0.003062306466047133,0
0.4375,0.375,15,-0.003487253483686453,0
0.5,0.375,15,-0.00360967691165145,0
0.5625,0.375,15,-0.003487253483686407,0
0.625,0.375,15,-0.003062306466046957,0
0.6875,0.375,15,-0.002180869572617857,0
0.75,0.375,15,-0.000664082529310386,0
0.8125,0.375,15,0.001521550566904143,0
0.875,0.375,15,0.003904043330792653,0
0.9375,0.375,15,0.004799004750271235,0
1,0.375,15,7.169585636761541e-08,0
0,0.4375,15,7.528064918599619e-08,0
0.0625,0.4375,15,0.004656275007986995,0
0.125,0.4375,15,0.003650740454891377,0
0.1875,0.4375,15,0.001187890758054309,0
0.25,0.4375,15,-0.001049451035481008,0
0.3125,0.4375,15,-0.002594160934326927,0
0.375,0.4375,15,-0.003487253483686471,0
0.4375,0.4375,15,-0.003915368976150924,0
0.5,0.4375,15,-0.00403815992227624,0
0.5625,0.4375,15,-0.003915368976150924,0
0.625,0.4375,15,-0.003487253483686351,0
0.6875,0.4375,15,-0.00259416093432692,0
0.75,0.4375,15,-0.001049451035481003,0
0.8125,0.4375,15,0.001187890758054336,0
0.875,0.4375,15,0.003650740454891368,0
0.9375,0.4375,15,0.004656275007986994,0
1,0.4375,15,7.528064918599619e-08,0
0,0.5,15,7.647558012545645e-08,0
0.0625,0.5,15,0.004613520745811072,0
0.125,0.5,15,0.003575591308213715,0
0.1875,0.5,15,0.001089721223472424,0
0.25,0.5,15,-0.00116197148615512,0
0.3125,0.5,15,-0.002713973817439964,0
0.375,0.5,15,-0.003609676911651397,0
0.4375,0.5,15,-0.00403815992227614,0
0.5,0.5,15,-0.004160857378247268,0
0.5625,0.5,15,-0.004038159922276207,0
0.625,0.5,15,-0.003609676911651379,0
0.6875,0.5,15,-0.002713973817439935,0
0.75,0.5,15,-0.001161971486155153,0
0.8125,0.5,15,0.001089721223472415,0
0.875,0.5,15,0.003575591308213708,0
0.9375,0.5,15,0.004613520745811062,0
1,0.5,15,7.647558012545645e-08,0
0,0.5625,15,7.528064918599619e-08,0
0.0625,0.5625,15,0.004656275007986977,0
0.125,0.5625,15,0.003650740454891347,0
0.1875,0.5625,15,0.00118789075805432,0
0.25,0.5625,15,-0.001049451035480958,0
0.3125,0.5625,15,-0.002594160934326847,0
0.375,0.5625,15,-0.003487253483686369,0
0.4375,0.5625,15,-0.003915368976150932,0
0.5,0.5625,15,-0.004038159922276318,0
0.5625,0.5625,15,-0.003915368976150994,0
0.625,0.5625,15,-0.003487253483686312,0
0.6875,0.5625,15,-0.002594160934326838,0
0.75,0.5625,15,-0.001049451035480935,0
0.8125,0.5625,15,0.001187890758054287,0
0.875,0.5625,15,0.003650740454891326,0
0.9375,0.5625,15,0.00465627500798697,0
1,0.5625,15,7.528064918599619e-08,0
0,0.625,15,7.169585636761541e-08,0
0.0625,0.625,15,0.004799004750271252,0
0.125,0.625,15,0.003904043330792585,0
0.1875,0.625,15,0.001521550566903891,0
0.25,0.625,15,-0.000664082529310404,0
0.3125,0.625,15,-0.002180869572617759,0
0.375,0.625,15,-0.003062306466046984,0
0.4375,0.625,15,-0.003487253483686414,0
0.5,0.625,15,-0.003609676911651509,0
0.5625,0.625,15,-0.003487253483686459,0
0.625,0.625,15,-0.00306230646604697,0
0.6875,0.625,15,-0.002180869572617857,0
0.75,0.625,15,-0.0006640825293104098,0
0.8125,0.625,15,0.001521550566904002,0
0.875,0.625,15,0.003904043330792649,0
0.9375,0.625,15,0.004799004750271266,0
1,0.625,15,7.169585636761541e-08,0
0,0.6875,15,6.572120167031413e-08,0
0.0625,0.6875,15,0.005078906849603754,0
0.125,0.6875,15,0.004408030608460155,0
0.1875,0.6875,15,0.002193768638919351,0
0.25,0.6875,15,0.0001209179585134603,0
0.3125,0.6875,15,-0.001330668958171852,0
0.375,0.6875,15,-0.002180869572617774,0
0.4375,0.6875,15,-0.002594160934326887,0
0.5,0.6875,15,-0.002713973817440048,0
0.5625,0.6875,15,-0.002594160934326889,0
0.625,0.6875,15,-0.002180869572617834,0
0.6875,0.6875,15,-0.001330668958171885,0
0.75,0.6875,15,0.0001209179585135426,0
0.8125,0.6875,15,0.00219376863891941,0
0.875,0.6875,15,0.004408030608460287,0
0.9375,0.6875,15,0.005078906849603829,0
1,0.6875,15,6.572120167031413e-08,0
0,0.75,15,5.735668509409233e-08,0
0.0625,0.75,15,0.005530240431081763,0
0.125,0.75,15,0.005235568438988943,0
0.1875,0.75,15,0.003315232098262163,0
0.25,0.75,15,0.001447502693699504,0
0.3125,0.75,15,0.0001209179585136404,0
0.375,0.75,15,-0.0006640825293103968,0
0.4375,0.75,15,-0.001049451035480983,0
0.5,0.75,15,-0.001161971486155099,0
0.5625,0.75,15,-0.001049451035480984,0
0.625,0.75,15,-0.0006640825293104266,0
0.6875,0.75,15,0.0001209179585135027,0
0.75,0.75,15,0.001447502693699398,0
0.8125,0.75,15,0.003315232098262187,0
0.875,0.75,15,0.00523556843898898,0
0.9375,0.75,15,0.005530240431081777,0
1,0.75,15,5.735668509409233e-08,0
0,0.8125,15,4.660230663895002e-08,0
0.0625,0.8125,15,0.006111770027473635,0
0.125,0.8125,15,0.00634150089503141,0
0.1875,0.8125,15,0.004860697358452732,0
0.25,0.8125,15,0.003315232098262076,0
0.3125,0.8125,15,0.002193768638919394,0
0.375,0.8125,15,0.001521550566904076,0
0.4375,0.8125,15,0.001187890758054327,0
0.5,0.8125,15,0.001089721223472429,0
0.5625,0.8125,15,0.001187890758054368,0
0.625,0.8125,15,0.001521550566904116,0
0.6875,0.8125,15,0.002193768638919304,0
0.75,0.8125,15,0.003315232098262013,0
0.8125,0.8125,15,0.004860697358452682,0
0.875,0.8125,15,0.006341500895031426,0
0.9375,0.8125,15,0.006111770027473635,0
1,0.8125,15,4.660230663895002e-08,0
0,0.875,15,3.34580663048872e-08,0
0.0625,0.875,15,0.00651232626846763,0
0.125,0.875,15,0.007274645604356367,0
0.1875,0.875,15,0.006341500895031407,0
0.25,0.875,15,0.005235568438988905,0
0.3125,0.875,15,0.004408030608460308,0
0.375,0.875,15,0.003904043330792655,0
0.4375,0.875,15,0.003650740454891381,0
0.5,0.875,15,0.003575591308213708,0
0.5625,0.875,15,0.003650740454891404,0
0.625,0.875,15,0.00390404333079276,0
0.6875,0.875,15,0.004408030608460321,0
0.75,0.875,15,0.005235568438988911,0
0.8125,0.875,15,0.00634150089503142,0
0.875,0.875,15,0.007274645604356363,0
0.9375,0.875,15,0.006512326268467638,0
1,0.875,15,3.34580663048872e-08,0
0,0.9375,15,1.792396409190385e-08,0
0.0625,0.9375,15,0.005621955982661608,0
0.125,0.9375,15,0.006512326268467623,0
0.1875,0.9375,15,0.006111770027473571,0
0.25,0.9375,15,0.005530240431081704,0
0.3125,0.9375,15,0.005078906849603691,0
0.375,0.9375,15,0.004799004750271171,0
0.4375,0.9375,15,0.004656275007986991,0
0.5,0.9375,15,0.004613520745811062,0
0.5625,0.9375,15,0.004656275007986944,0
0.625,0.9375,15,0.004799004750271191,0
0.6875,0.9375,15,0.005078906849603708,0
0.75,0.9375,15,0.005530240431081701,0
0.8125,0.9375,15,0.006111770027473555,0
0.875,0.9375,15,0.006512326268467636,0
0.9375,0.9375,15,0.00562195598266161,0
1,0.9375,15,1.792396409190385e-08,0
0,1,15,0,0
0.0625,1,15,1.792396409190385e-08,0
0.125,1,15,3.34580663048872e-08,0
0.1875,1,15,4.660230663895002e-08,0
0.25,1,15,5.735668509409233e-08,0
0.3125,1,15,6.572120167031413e-08,0
0.375,1,15,7.169585636761541e-08,0
0.4375,1,15,7.528064918599619e-08,0
0.5,1,15,7.647558012545645e-08,0
0.5625,1,15,7.528064918599619e-08,0
0.625,1,15,7.169585636761541e-08,0
0.6875,1,15,6.572120167031413e-08,0
0.75,1,15,5.735668509409233e-08,0
0.8125,1,15,4.660230663895002e-08,0
0.875,1,15,3.34580663048872e-08,0
0.9375,1,15,1.792396409190385e-08,0
1,1,15,0,0
0,0,17.5,0,0
0.0625,0,17.5,1.471288567818739e-09,0
0.125,0,17.5,2.74640532659498e-09,0
0.1875,0,17.5,3.825350276328722e-09,0
0.25,0,17.5,4.708123417019966e-09,0
0.3125,0,17.5,5.394724748668711e-09,0
0.375,0,17.5,5.885154271274958e-09,0
0.4375,0,17.5,6.179411984838705e-09,0
0.5,0,17.5,6.277497889359955e-09,0
0.5625,0,17.5,6.179411984838705e-09,0
0.625,0,17.5,5.885154271274958e-09,0
0.6875,0,17.5,5.394724748668711e-09,0
0.75,0,17.5,4.708123417019966e-09,0
0.8125,0,17.5,3.825350276328722e-09,0
0.875,0,17.5,2.74640532659498e-09,0
0.9375,0,17.5,1.471288567818739e-09,0
1,0,17.5,0,0
0,0.0625,17.5,1.471288567818739e-09,0
0.0625,0.0625,17.5,0.005088418492661514,0
0.125,0.0625,17.5,0.005712676705932435,0
0.1875,0.0625,17.5,0.00525285066803507,0
0.25,0.0625,17.5,0.004720701542035956,0
0.3125,0.0625,17.5,0.004354966747687197,0
0.375,0.0625,17.5,0.004154789830473014,0
0.4375,0.0625,17.5,0.004065314513364247,0
0.5,0.0625,17.5,0.004041010861587074,0
0.5625,0.0625,17.5,0.004065314513364265,0
0.625,0.0625,17.5,0.004154789830473114,0
0.6875,0.0625,17.5,0.004354966747687153,0
0.75,0.0625,17.5,0.004720701542035942,0
0.8125,0.0625,17.5,0.005252850668035065,0
0.875,0.0625,17.5,0.005712676705932448,0
0.9375,0.0625,17.5,0.00508841849266152,0
1,0.0625,17.5,1.471288567818739e-09,0
0,0.125,17.5,2.74640532659498e-09,0
0.0625,0.125,17.5,0.005712676705932442,0
0.125,0.125,17.5,0.006078592673591681,0
0.1875,0.125,17.5,0.005081864680571554,0
0.25,0.125,17.5,0.004091437430073233,0
0.3125,0.125,17.5,0.00343645631496902,0
0.375,0.125,17.5,0.003088668740783902,0
0.4375,0.125,17.5,0.002938719676750869,0
0.5,0.125,17.5,0.002899261735101352,0
0.5625,0.125,17.5,0.002938719676750865,0
0.625,0.125,17.5,0.003088668740783849,0
0.6875,0.125,17.5,0.003436456314968829,0
0.75,0.125,17.5,0.004091437430073178,0
0.8125,0.125,17.5,0.005081864680571533,0
0.875,0.125,17.5,0.006078592673591699,0
0.9375,0.125,17.5,0.005712676705932444,0
1,0.125,17.5,2.74640532659498e-09,0
0,0.1875,17.5,3.825350276328722e-09,0
0.0625,0.1875,17.5,0.005252850668035032,0
0.125,0.1875,17.5,0.005081864680571574,0
0.1875,0.1875,17.5,0.003590039799045677,0
0.25,0.1875,17.5,0.002243446588830149,0
0.3125,0.1875,17.5,0.001381028702926592,0
0.375,0.1875,17.5,0.0009356938232925093,0
0.4375,0.1875,17.5,0.0007503803673410121,0
0.5,0.1875,17.5,0.0007032207571690295,0
0.5625,0.1875,17.5,0.0007503803673410379,0
0.625,0.1875,17.5,0.0009356938232924361,0
0.6875,0.1875,17.5,0.00138102870292647,0
0.75,0.1875,17.5,0.002243446588830089,0
0.8125,0.1875,17.5,0.003590039799045639,0
0.875,0.1875,17.5,0.005081864680571552,0
0.9375,0.1875,17.5,0.005252850668035017,0
1,0.1875,17.5,3.825350276328722e-09,0
0,0.25,17.5,4.708123417019966e-09,0
0.0625,0.25,17.5,0.004720701542035926,0
0.125,0.25,17.5,0.004091437430073166,0
0.1875,0.25,17.5,0.002243446588829993,0
0.25,0.25,17.5,0.0006632029643516384,0
0.3125,0.25,17.5,-0.0003242917874888582,0
0.375,0.25,17.5,-0.0008207534806181601,0
0.4375,0.25,17.5,-0.001019573083614156,0
0.5,0.25,17.5,-0.001068215821639315,0
0.5625,0.25,17.5,-0.001019573083614212,0
0.625,0.25,17.5,-0.0008207534806181447,0
0.6875,0.25,17.5,-0.0003242917874889879,0
0.75,0.25,17.5,0.0006632029643516684,0
0.8125,0.25,17.5,0.002243446588829967,0
0.875,0.25,17.5,0.004091437430073125,0
0.9375,0.25,17.5,0.00472070154203589,0
1,0.25,17.5,4.708123417019966e-09,0
0,0.3125,17.5,5.394724748668711e-09,0
0.0625,0.3125,17.5,0.004354966747687306,0
0.125,0.3125,17.5,0.003436456314969085,0
0.1875,0.3125,17.5,0.001381028702926475,0
0.25,0.3125,17.5,-0.0003242917874889197,0
0.3125,0.3125,17.5,-0.001369693969980136,0
0.375,0.3125,17.5,-0.001881692165687114,0
0.4375,0.3125,17.5,-0.002078286095479317,0
0.5,0.3125,17.5,-0.00212415444847479,0
0.5625,0.3125,17.5,-0.002078286095479367,0
0.625,0.3125,17.5,-0.001881692165687069,0
0.6875,0.3125,17.5,-0.001369693969980096,0
0.75,0.3125,17.5,-0.0003242917874888148,0
0.8125,0.3125,17.5,0.001381028702926548,0
0.875,0.3125,17.5,0.00343645631496905,0
0.9375,0.3125,17.5,0.00435496674768723,0
1,0.3125,17.5,5.394724748668711e-09,0
0,0.375,17.5,5.885154271274958e-09,0
0.0625,0.375,17.5,0.00415478983047318,0
0.125,0.375,17.5,0.003088668740783992,0
0.1875,0.375,17.5,0.0009356938232924837,0
0.25,0.375,17.5,-0.0008207534806182893,0
0.3125,0.375,17.5,-0.001881692165687251,0
0.375,0.375,17.5,-0.002389054158050457,0
0.4375,0.375,17.5,-0.002575825303794597,0
0.5,0.375,17.5,-0.002617176563644214,0
0.5625,0.375,17.5,-0.002575825303794561,0
0.625,0.375,17.5,-0.002389054158050303,0
0.6875,0.375,17.5,-0.0018816921656871,0
0.75,0.375,17.5,-0.0008207534806181532,0
0.8125,0.375,17.5,0.000935693823292646,0
0.875,0.375,17.5,0.003088668740784028,0
0.9375,0.375,17.5,0.004154789830473191,0
1,0.375,17.5,5.885154271274958e-09,0
0,0.4375,17.5,6.179411984838705e-09,0
0.0625,0.4375,17.5,0.004065314513364335,0
0.125,0.4375,17.5,0.002938719676750933,0
0.1875,0.4375,17.5,0.0007503803673410114,0
0.25,0.4375,17.5,-0.001019573083614236,0
0.3125,0.4375,17.5,-0.00207828609547937,0
0.375,0.4375,17.5,-0.00257582530379461,0
0.4375,0.4375,17.5,-0.002753010742110614,0
0.5,0.4375,17.5,-0.002790513285941212,0
0.5625,0.4375,17.5,-0.002753010742110625,0
0.625,0.4375,17.5,-0.00257582530379451,0
0.6875,0.4375,17.5,-0.002078286095479378,0
0.75,0.4375,17.5,-0.001019573083614247,0
0.8125,0.4375,17.5,0.0007503803673410241,0
0.875,0.4375,17.5,0.002938719676750913,0
0.9375,0.4375,17.5,0.00406531451336433,0
1,0.4375,17.5,6.179411984838705e-09,0
0,0.5,17.5,6.277497889359955e-09,0
0.0625,0.5,17.5,0.00404101086158712,0
0.125,0.5,17.5,0.002899261735101432,0
0.1875,0.5,17.5,0.0007032207571690248,0
0.25,0.5,17.5,-0.001068215821639304,0
0.3125,0.5,17.5,-0.00212415444847475,0
0.375,0.5,17.5,-0.002617176563644163,0
0.4375,0.5,17.5,-0.002790513285941117,0
0.5,0.5,17.5,-0.002826531100642197,0
0.5625,0.5,17.5,-0.002790513285941183,0
0.625,0.5,17.5,-0.002617176563644154,0
0.6875,0.5,17.5,-0.002124154448474732,0
0.75,0.5,17.5,-0.001068215821639347,0
0.8125,0.5,17.5,0.0007032207571690058,0
0.875,0.5,17.5,0.002899261735101419,0
0.9375,0.5,17.5,0.004041010861587106,0
1,0.5,17.5,6.277497889359955e-09,0
0,0.5625,17.5,6.179411984838705e-09,0
0.0625,0.5625,17.5,0.004065314513364317,0
0.125,0.5625,17.5,0.002938719676750903,0
0.1875,0.5625,17.5,0.0007503803673410182,0
0.25,0.5625,17.5,-0.001019573083614196,0
0.3125,0.5625,17.5,-0.002078286095479302,0
0.375,0.5625,17.5,-0.002575825303794521,0
0.4375,0.5625,17.5,-0.002753010742110626,0
0.5,0.5625,17.5,-0.002790513285941284,0
0.5625,0.5625,17.5,-0.002753010742110686,0
0.625,0.5625,17.5,-0.002575825303794472,0
0.6875,0.5625,17.5,-0.002078286095479303,0
0.75,0.5625,17.5,-0.00101957308361418,0
0.8125,0.5625,17.5,0.0007503803673409779,0
0.875,0.5625,17.5,0.002938719676750876,0
0.9375,0.5625,17.5,0.004065314513364305,0
1,0.5625,17.5,6.179411984838705e-09,0
0,0.625,17.5,5.885154271274958e-09,0
0.0625,0.625,17.5,0.004154789830473217,0
0.125,0.625,17.5,0.003088668740783979,0
0.1875,0.625,17.5,0.0009356938232924105,0
0.25,0.625,17.5,-0.0008207534806181623,0
0.3125,0.625,17.5,-0.001881692165687001,0
0.375,0.625,17.5,-0.002389054158050326,0
0.4375,0.625,17.5,-0.002575825303794564,0
0.5,0.625,17.5,-0.00261717656364427,0
0.5625,0.625,17.5,-0.002575825303794607,0
0.625,0.625,17.5,-0.002389054158050314,0
0.6875,0.625,17.5,-0.001881692165687099,0
0.75,0.625,17.5,-0.0008207534806181717,0
0.8125,0.625,17.5,0.0009356938232925129,0
0.875,0.625,17.5,0.003088668740784032,0
0.9375,0.625,17.5,0.004154789830473227,0
1,0.625,17.5,5.885154271274958e-09,0
0,0.6875,17.5,5.394724748668711e-09,0
0.0625,0.6875,17.5,0.004354966747687255,0
0.125,0.6875,17.5,0.003436456314968879,0
0.1875,0.6875,17.5,0.00138102870292648,0
0.25,0.6875,17.5,-0.0003242917874890436,0
0.3125,0.6875,17.5,-0.001369693969980114,0
0.375,0.6875,17.5,-0.001881692165687017,0
0.4375,0.6875,17.5,-0.002078286095479344,0
0.5,0.6875,17.5,-0.002124154448474833,0
0.5625,0.6875,17.5,-0.002078286095479343,0
0.625,0.6875,17.5,-0.001881692165687075,0
0.6875,0.6875,17.5,-0.001369693969980144,0
0.75,0.6875,17.5,-0.0003242917874889637,0
0.8125,0.6875,17.5,0.001381028702926535,0
0.875,0.6875,17.5,0.003436456314969006,0
0.9375,0.6875,17.5,0.004354966747687328,0
1,0.6875,17.5,5.394724748668711e-09,0
0,0.75,17.5,4.708123417019966e-09,0
0.0625,0.75,17.5,0.004720701542035959,0
0.125,0.75,17.5,0.00409143743007317,0
0.1875,0.75,17.5,0.002243446588830091,0
0.25,0.75,17.5,0.0006632029643516547,0
0.3125,0.75,17.5,-0.0003242917874888718,0
0.375,0.75,17.5,-0.0008207534806181607,0
0.4375,0.75,17.5,-0.001019573083614225,0
0.5,0.75,17.5,-0.00106821582163929,0
0.5625,0.75,17.5,-0.001019573083614223,0
0.625,0.75,17.5,-0.0008207534806181855,0
0.6875,0.75,17.5,-0.0003242917874890018,0
0.75,0.75,17.5,0.0006632029643515534,0
0.8125,0.75,17.5,0.002243446588830115,0
0.875,0.75,17.5,0.00409143743007321,0
0.9375,0.75,17.5,0.004720701542035973,0
1,0.75,17.5,4.708123417019966e-09,0
0,0.8125,17.5,3.825350276328722e-09,0
0.0625,0.8125,17.5,0.005252850668035091,0
0.125,0.8125,17.5,0.005081864680571549,0
0.1875,0.8125,17.5,0.003590039799045682,0
0.25,0.8125,17.5,0.002243446588830001,0
0.3125,0.8125,17.5,0.001381028702926515,0
0.375,0.8125,17.5,0.0009356938232925846,0
0.4375,0.8125,17.5,0.0007503803673410191,0
0.5,0.8125,17.5,0.0007032207571690226,0
0.5625,0.8125,17.5,0.0007503803673410605,0
0.625,0.8125,17.5,0.0009356938232926256,0
0.6875,0.8125,17.5,0.00138102870292643,0
0.75,0.8125,17.5,0.002243446588829943,0
0.8125,0.8125,17.5,0.003590039799045634,0
0.875,0.8125,17.5,0.00508186468057157,0
0.9375,0.8125,17.5,0.005252850668035094,0
1,0.8125,17.5,3.825350276328722e-09,0
0,0.875,17.5,2.74640532659498e-09,0
0.0625,0.875,17.5,0.005712676705932441,0
0.125,0.875,17.5,0.006078592673591696,0
0.1875,0.875,17.5,0.00508186468057155,0
0.25,0.875,17.5,0.004091437430073131,0
0.3125,0.875,17.5,0.003436456314969025,0
0.375,0.875,17.5,0.003088668740784037,0
0.4375,0.875,17.5,0.002938719676750931,0
0.5,0.875,17.5,0.002899261735101422,0
0.5625,0.875,17.5,0.002938719676750953,0
