x,y,tau,temperature,is_post_switch
0.125,1,52.5,0.0007369629530249729,1
0.1875,1,52.5,0.001026484113141927,1
0.25,1,52.5,0.001263365062328525,1
0.3125,1,52.5,0.001447605800584768,1
0.375,1,52.5,0.001579206327910656,1
0.4375,1,52.5,0.001658166644306189,1
0.5,1,52.5,0.001684486749771367,1
0.5625,1,52.5,0.001658166644306189,1
0.625,1,52.5,0.001579206327910656,1
0.6875,1,52.5,0.001447605800584768,1
0.75,1,52.5,0.001263365062328525,1
0.8125,1,52.5,0.001026484113141927,1
0.875,1,52.5,0.0007369629530249729,1
0.9375,1,52.5,0.0003948015819776641,1
1,1,52.5,0,1
0,0,55,0,1
0.0625,0,55,2.660152134520597e-06,1
0.125,0,55,4.965617317771781e-06,1
0.1875,0,55,6.916395549753552e-06,1
0.25,0,55,8.51248683046591e-06,1
0.3125,0,55,9.753891159908855e-06,1
0.375,0,55,1.064060853808239e-05,1
0.4375,0,55,1.117263896498651e-05,1
0.5,0,55,1.134998244062121e-05,1
0.5625,0,55,1.117263896498651e-05,1
0.625,0,55,1.064060853808239e-05,1
0.6875,0,55,9.753891159908855e-06,1
0.75,0,55,8.51248683046591e-06,1
0.8125,0,55,6.916395549753552e-06,1
0.875,0,55,4.965617317771781e-06,1
0.9375,0,55,2.660152134520597e-06,1
1,0,55,0,1
0,0.0625,55,0.0003948015819776641,1
0.0625,0.0625,55,0.0007348774914001985,1
0.125,0.0625,55,-0.0005784771928680419,1
0.1875,0.0625,55,-0.001474883435873342,1
0.25,0.0625,55,-0.001944050645542357,1
0.3125,0.0625,55,-0.002190826350348432,1
0.375,0.0625,55,-0.002333697619706079,1
0.4375,0.0625,55,-0.002414597699641025,1
0.5,0.0625,55,-0.002441548344664726,1
0.5625,0.0625,55,-0.002414597699641083,1
0.625,0.0625,55,-0.002333697619705982,1
0.6875,0.0625,55,-0.002190826350348398,1
0.75,0.0625,55,-0.001944050645542306,1
0.8125,0.0625,55,-0.001474883435873344,1
0.875,0.0625,55,-0.0005784771928680225,1
0.9375,0.0625,55,0.000734877491400222,1
1,0.0625,55,0.0003948015819776641,1
0,0.125,55,0.0007369629530249729,1
0.0625,0.125,55,-0.0001508238503797574,1
0.125,0.125,55,-0.002245970880073807,1
0.1875,0.125,55,-0.003445751311840744,1
0.25,0.125,55,-0.003939475963796799,1
0.3125,0.125,55,-0.004113078723430634,1
0.375,0.125,55,-0.004178532992626582,1
0.4375,0.125,55,-0.004209769718016148,1
0.5,0.125,55,-0.004220267868177812,1
0.5625,0.125,55,-0.004209769718016187,1
0.625,0.125,55,-0.004178532992626619,1
0.6875,0.125,55,-0.004113078723430755,1
0.75,0.125,55,-0.003939475963796802,1
0.8125,0.125,55,-0.003445751311840708,1
0.875,0.125,55,-0.002245970880073779,1
0.9375,0.125,55,-0.0001508238503797208,1
1,0.125,55,0.0007369629530249729,1
0,0.1875,55,0.001026484113141927,1
0.0625,0.1875,55,-0.0006392226632671498,1
0.125,0.1875,55,-0.002996233782407286,1
0.1875,0.1875,55,-0.00413447314954414,1
0.25,0.1875,55,-0.004425500315089165,1
0.3125,0.1875,55,-0.004381192538971634,1
0.375,0.1875,55,-0.004275291541891023,1
0.4375,0.1875,55,-0.004202131016084286,1
0.5,0.1875,55,-0.00417801032299595,1
0.5625,0.1875,55,-0.004202131016084232,1
0.625,0.1875,55,-0.004275291541891025,1
0.6875,0.1875,55,-0.004381192538971686,1
0.75,0.1875,55,-0.004425500315089189,1
0.8125,0.1875,55,-0.004134473149544141,1
0.875,0.1875,55,-0.002996233782407278,1
0.9375,0.1875,55,-0.0006392226632671261,1
1,0.1875,55,0.001026484113141927,1
0,0.25,55,0.001263365062328525,1
0.0625,0.25,55,-0.000751307350703377,1
0.125,0.25,55,-0.003077570268354296,1
0.1875,0.25,55,-0.003994728014985183,1
0.25,0.25,55,-0.004007285586923355,1
0.3125,0.25,55,-0.003708717651122121,1
0.375,0.25,55,-0.003411544161304794,1
0.4375,0.25,55,-0.00322274603853196,1
0.5,0.25,55,-0.003160220043353537,1
0.5625,0.25,55,-0.003222746038531978,1
0.625,0.25,55,-0.003411544161304717,1
0.6875,0.25,55,-0.003708717651122202,1
0.75,0.25,55,-0.004007285586923343,1
0.8125,0.25,55,-0.003994728014985164,1
0.875,0.25,55,-0.003077570268354325,1
0.9375,0.25,55,-0.0007513073507033994,1
1,0.25,55,0.001263365062328525,1
0,0.3125,55,0.001447605800584768,1
0.0625,0.3125,55,-0.0007094273958977176,1
0.125,0.3125,55,-0.002909361357964782,1
0.1875,0.3125,55,-0.003585464666541935,1
0.25,0.3125,55,-0.00333645688769688,1
0.3125,0.3125,55,-0.002809524819125665,1
0.375,0.3125,55,-0.002342443808476972,1
0.4375,0.3125,55,-0.002050835487174948,1
0.5,0.3125,55,-0.00195407340351221,1
0.5625,0.3125,55,-0.00205083548717498,1
0.625,0.3125,55,-0.002342443808476982,1
0.6875,0.3125,55,-0.002809524819125681,1
0.75,0.3125,55,-0.003336456887696898,1
0.8125,0.3125,55,-0.003585464666541945,1
0.875,0.3125,55,-0.00290936135796485,1
0.9375,0.3125,55,-0.000709427395897802,1
1,0.3125,55,0.001447605800584768,1
0,0.375,55,0.001579206327910656,1
0.0625,0.375,55,-0.0006415652521848557,1
0.125,0.375,55,-0.002721860482342751,1
0.1875,0.375,55,-0.003206335419125865,1
0.25,0.375,55,-0.0027577247274989,1
0.3125,0.375,55,-0.002058452542415104,1
0.375,0.375,55,-0.00146309181276039,1
0.4375,0.375,55,-0.001093553061346027,1
0.5,0.375,55,-0.0009707607395623263,1
0.5625,0.375,55,-0.001093553061346044,1
0.625,0.375,55,-0.001463091812760362,1
0.6875,0.375,55,-0.002058452542415128,1
0.75,0.375,55,-0.002757724727498911,1
0.8125,0.375,55,-0.003206335419125837,1
0.875,0.375,55,-0.002721860482342791,1
0.9375,0.375,55,-0.0006415652521849631,1
1,0.375,55,0.001579206327910656,1
0,0.4375,55,0.001658166644306189,1
0.0625,0.4375,55,-0.0005945435185290688,1
0.125,0.4375,55,-0.002598451813019192,1
0.1875,0.4375,55,-0.002965135481794948,1
0.25,0.4375,55,-0.002394860590665194,1
0.3125,0.4375,55,-0.001590512013019742,1
0.375,0.4375,55,-0.0009166433729087245,1
0.4375,0.4375,55,-0.0004992112324344222,1
0.5,0.4375,55,-0.0003603801735902424,1
0.5625,0.4375,55,-0.0004992112324345309,1
0.625,0.4375,55,-0.0009166433729088006,1
0.6875,0.4375,55,-0.00159051201301994,1
0.75,0.4375,55,-0.002394860590665325,1
0.8125,0.4375,55,-0.002965135481795011,1
0.875,0.4375,55,-0.002598451813019282,1
0.9375,0.4375,55,-0.0005945435185291168,1
1,0.4375,55,0.001658166644306189,1
0,0.5,55,0.001684486749771367,1
0.0625,0.5,55,-0.0005786384016234791,1
0.125,0.5,55,-0.002556983981609172,1
0.1875,0.5,55,-0.002884404552635401,1
0.25,0.5,55,-0.002273564928279651,1
0.3125,0.5,55,-0.001434106500734366,1
0.375,0.5,55,-0.0007339302693305579,1
0.4375,0.5,55,-0.000300408434375074,1
0.5,0.5,55,-0.0001561812731639998,1
0.5625,0.5,55,-0.0003004084343751897,1
0.625,0.5,55,-0.0007339302693306853,1
0.6875,0.5,55,-0.001434106500734482,1
0.75,0.5,55,-0.00227356492827979,1
0.8125,0.5,55,-0.002884404552635451,1
0.875,0.5,55,-0.002556983981609231,1
0.9375,0.5,55,-0.0005786384016235279,1
1,0.5,55,0.001684486749771367,1
0,0.5625,55,0.001658166644306189,1
0.0625,0.5625,55,-0.0005945435185290681,1
0.125,0.5625,55,-0.002598451813019244,1
0.1875,0.5625,55,-0.002965135481794993,1
0.25,0.5625,55,-0.002394860590665241,1
0.3125,0.5625,55,-0.00159051201301973,1
0.375,0.5625,55,-0.0009166433729086479,1
0.4375,0.5625,55,-0.0004992112324343801,1
0.5,0.5625,55,-0.000360380173590222,1
0.5625,0.5625,55,-0.0004992112324344922,1
0.625,0.5625,55,-0.0009166433729087006,1
0.6875,0.5625,55,-0.001590512013019856,1
0.75,0.5625,55,-0.002394860590665237,1
0.8125,0.5625,55,-0.002965135481795011,1
0.875,0.5625,55,-0.002598451813019259,1
0.9375,0.5625,55,-0.0005945435185290722,1
1,0.5625,55,0.001658166644306189,1
0,0.625,55,0.001579206327910656,1
0.0625,0.625,55,-0.0006415652521847917,1
0.125,0.625,55,-0.002721860482342697,1
0.1875,0.625,55,-0.003206335419125934,1
0.25,0.625,55,-0.00275772472749885,1
0.3125,0.625,55,-0.002058452542415,1
0.375,0.625,55,-0.001463091812760327,1
0.4375,0.625,55,-0.00109355306134599,1
0.5,0.625,55,-0.0009707607395623319,1
0.5625,0.625,55,-0.001093553061346027,1
0.625,0.625,55,-0.001463091812760297,1
0.6875,0.625,55,-0.002058452542415098,1
0.75,0.625,55,-0.002757724727498818,1
0.8125,0.625,55,-0.003206335419125875,1
0.875,0.625,55,-0.002721860482342691,1
0.9375,0.625,55,-0.0006415652521847928,1
1,0.625,55,0.001579206327910656,1
0,0.6875,55,0.001447605800584768,1
0.0625,0.6875,55,-0.0007094273958976635,1
0.125,0.6875,55,-0.00290936135796496,1
0.1875,0.6875,55,-0.003585464666541961,1
0.25,0.6875,55,-0.003336456887696984,1
0.3125,0.6875,55,-0.002809524819125654,1
0.375,0.6875,55,-0.002342443808476913,1
0.4375,0.6875,55,-0.00205083548717493,1
0.5,0.6875,55,-0.00195407340351222,1
0.5625,0.6875,55,-0.002050835487174989,1
0.625,0.6875,55,-0.002342443808476992,1
0.6875,0.6875,55,-0.002809524819125729,1
0.75,0.6875,55,-0.003336456887696958,1
0.8125,0.6875,55,-0.003585464666541915,1
0.875,0.6875,55,-0.002909361357964831,1
0.9375,0.6875,55,-0.0007094273958975938,1
1,0.6875,55,0.001447605800584768,1
0,0.75,55,0.001263365062328525,1
0.0625,0.75,55,-0.0007513073507033203,1
0.125,0.75,55,-0.003077570268354266,1
0.1875,0.75,55,-0.003994728014985086,1
0.25,0.75,55,-0.004007285586923352,1
0.3125,0.75,55,-0.003708717651122142,1
0.375,0.75,55,-0.003411544161304727,1
0.4375,0.75,55,-0.003222746038531983,1
0.5,0.75,55,-0.00316022004335346,1
0.5625,0.75,55,-0.003222746038531973,1
0.625,0.75,55,-0.003411544161304715,1
0.6875,0.75,55,-0.003708717651122162,1
0.75,0.75,55,-0.004007285586923421,1
0.8125,0.75,55,-0.003994728014985093,1
0.875,0.75,55,-0.00307757026835422,1
0.9375,0.75,55,-0.0007513073507032412,1
1,0.75,55,0.001263365062328525,1
0,0.8125,55,0.001026484113141927,1
0.0625,0.8125,55,-0.0006392226632670874,1
0.125,0.8125,55,-0.002996233782407298,1
0.1875,0.8125,55,-0.004134473149544095,1
0.25,0.8125,55,-0.004425500315089263,1
0.3125,0.8125,55,-0.004381192538971706,1
0.375,0.8125,55,-0.004275291541890948,1
0.4375,0.8125,55,-0.004202131016084234,1
0.5,0.8125,55,-0.004178010322995892,1
0.5625,0.8125,55,-0.004202131016084225,1
0.625,0.8125,55,-0.004275291541890887,1
0.6875,0.8125,55,-0.004381192538971682,1
0.75,0.8125,55,-0.004425500315089205,1
0.8125,0.8125,55,-0.004134473149544083,1
0.875,0.8125,55,-0.002996233782407229,1
0.9375,0.8125,55,-0.0006392226632670462,1
1,0.8125,55,0.001026484113141927,1
0,0.875,55,0.0007369629530249729,1
0.0625,0.875,55,-0.0001508238503797531,1
0.125,0.875,55,-0.00224597088007378,1
0.1875,0.875,55,-0.003445751311840705,1
0.25,0.875,55,-0.003939475963796828,1
0.3125,0.875,55,-0.004113078723430568,1
0.375,0.875,55,-0.00417853299262648,1
0.4375,0.875,55,-0.004209769718016131,1
0.5,0.875,55,-0.004220267868177784,1
0.5625,0.875,55,-0.00420976971801614,1
0.625,0.875,55,-0.004178532992626381,1
0.6875,0.875,55,-0.004113078723430519,1
0.75,0.875,55,-0.0039394759637968,1
0.8125,0.875,55,-0.003445751311840638,1
0.875,0.875,55,-0.002245970880073719,1
0.9375,0.875,55,-0.0001508238503796752,1
1,0.875,55,0.0007369629530249729,1
0,0.9375,55,0.0003948015819776641,1
0.0625,0.9375,55,0.0007348774914002168,1
0.125,0.9375,55,-0.0005784771928680286,1
0.1875,0.9375,55,-0.001474883435873393,1
0.25,0.9375,55,-0.001944050645542387,1
0.3125,0.9375,55,-0.002190826350348444,1
0.375,0.9375,55,-0.002333697619705997,1
0.4375,0.9375,55,-0.002414597699641005,1
0.5,0.9375,55,-0.002441548344664703,1
0.5625,0.9375,55,-0.002414597699641024,1
0.625,0.9375,55,-0.002333697619706004,1
0.6875,0.9375,55,-0.002190826350348361,1
0.75,0.9375,55,-0.001944050645542361,1
0.8125,0.9375,55,-0.001474883435873397,1
0.875,0.9375,55,-0.0005784771928680273,1
0.9375,0.9375,55,0.0007348774914002225,1
1,0.9375,55,0.0003948015819776641,1
0,1,55,0,1
0.0625,1,55,2.660152134520597e-06,1
0.125,1,55,4.965617317771781e-06,1
0.1875,1,55,6.916395549753552e-06,1
0.25,1,55,8.51248683046591e-06,1
0.3125,1,55,9.753891159908855e-06,1
0.375,1,55,1.064060853808239e-05,1
0.4375,1,55,1.117263896498651e-05,1
0.5,1,55,1.134998244062121e-05,1
0.5625,1,55,1.117263896498651e-05,1
0.625,1,55,1.064060853808239e-05,1
0.6875,1,55,9.753891159908855e-06,1
0.75,1,55,8.51248683046591e-06,1
0.8125,1,55,6.916395549753552e-06,1
0.875,1,55,4.965617317771781e-06,1
0.9375,1,55,2.660152134520597e-06,1
1,1,55,0,1
0,0,57.5,0,1
0.0625,0,57.5,1.792396409190385e-08,1
0.125,0,57.5,3.34580663048872e-08,1
0.1875,0,57.5,4.660230663895002e-08,1
0.25,0,57.5,5.735668509409233e-08,1
0.3125,0,57.5,6.572120167031413e-08,1
0.375,0,57.5,7.169585636761541e-08,1
0.4375,0,57.5,7.528064918599619e-08,1
0.5,0,57.5,7.647558012545645e-08,1
0.5625,0,57.5,7.528064918599619e-08,1
0.625,0,57.5,7.169585636761541e-08,1
0.6875,0,57.5,6.572120167031413e-08,1
0.75,0,57.5,5.735668509409233e-08,1
0.8125,0,57.5,4.660230663895002e-08,1
0.875,0,57.5,3.34580663048872e-08,1
0.9375,0,57.5,1.792396409190385e-08,1
1,0,57.5,0,1
0,0.0625,57.5,3.240728731334963e-05,1
0.0625,0.0625,57.5,0.0006747879758814796,1
0.125,0.0625,57.5,-0.0003277309717835386,1
0.1875,0.0625,57.5,-0.0009708236562315856,1
0.25,0.0625,57.5,-0.001263135643609652,1
0.3125,0.0625,57.5,-0.001398037153851873,1
0.375,0.0625,57.5,-0.001475644535675312,1
0.4375,0.0625,57.5,-0.001523129268531734,1
0.5,0.0625,57.5,-0.001539865800324638,1
0.5625,0.0625,57.5,-0.001523129268531791,1
0.625,0.0625,57.5,-0.001475644535675221,1
0.6875,0.0625,57.5,-0.00139803715385184,1
0.75,0.0625,57.5,-0.001263135643609601,1
0.8125,0.0625,57.5,-0.0009708236562315862,1
0.875,0.0625,57.5,-0.0003277309717835196,1
0.9375,0.0625,57.5,0.0006747879758815018,1
1,0.0625,57.5,3.240728731334963e-05,1
0,0.125,57.5,6.04936029849193e-05,1
0.0625,0.125,57.5,-0.0002207722382584844,1
0.125,0.125,57.5,-0.001737429754449477,1
0.1875,0.125,57.5,-0.002483355599968631,1
0.25,0.125,57.5,-0.002668774989051496,1
0.3125,0.125,57.5,-0.002652958254778545,1
0.375,0.125,57.5,-0.00261149229487705,1
0.4375,0.125,57.5,-0.00258968042631928,1
0.5,0.125,57.5,-0.002584283380801925,1
0.5625,0.125,57.5,-0.002589680426319315,1
0.625,0.125,57.5,-0.002611492294877081,1
0.6875,0.125,57.5,-0.002652958254778654,1
0.75,0.125,57.5,-0.002668774989051494,1
0.8125,0.125,57.5,-0.002483355599968592,1
0.875,0.125,57.5,-0.001737429754449449,1
0.9375,0.125,57.5,-0.0002207722382584488,1
1,0.125,57.5,6.04936029849193e-05,1
0,0.1875,57.5,8.425894701470903e-05,1
0.0625,0.1875,57.5,-0.0007369510657729164,1
0.125,0.1875,57.5,-0.002323797574436898,1
0.1875,0.1875,57.5,-0.00287761833638977,1
0.25,0.1875,57.5,-0.002784541774486513,1
0.3125,0.1875,57.5,-0.002513854239679969,1
0.375,0.1875,57.5,-0.002286667138425423,1
0.4375,0.1875,57.5,-0.00215653414766446,1
0.5,0.1875,57.5,-0.002115969040614608,1
0.5625,0.1875,57.5,-0.002156534147664406,1
0.625,0.1875,57.5,-0.002286667138425421,1
0.6875,0.1875,57.5,-0.002513854239680012,1
0.75,0.1875,57.5,-0.002784541774486531,1
0.8125,0.1875,57.5,-0.00287761833638977,1
0.875,0.1875,57.5,-0.00232379757443689,1
0.9375,0.1875,57.5,-0.0007369510657728926,1
1,0.1875,57.5,8.425894701470903e-05,1
0,0.25,57.5,0.0001037033194027188,1
0.0625,0.25,57.5,-0.000910000329803478,1
0.125,0.25,57.5,-0.002349169568593598,1
0.1875,0.25,57.5,-0.002612421415381211,1
0.25,0.25,57.5,-0.002210542941723131,1
0.3125,0.25,57.5,-0.001680275479846977,1
0.375,0.25,57.5,-0.001267965122607178,1
0.4375,0.25,57.5,-0.001029782036616537,1
0.5,0.25,57.5,-0.0009539739863731259,1
0.5625,0.25,57.5,-0.001029782036616553,1
0.625,0.25,57.5,-0.001267965122607099,1
0.6875,0.25,57.5,-0.001680275479847047,1
0.75,0.25,57.5,-0.002210542941723116,1
0.8125,0.25,57.5,-0.00261242141538119,1
0.875,0.25,57.5,-0.002349169568593623,1
0.9375,0.25,57.5,-0.0009100003298034973,1
1,0.25,57.5,0.0001037033194027188,1
0,0.3125,57.5,0.0001188267201489486,1
0.0625,0.3125,57.5,-0.0009464545647413966,1
0.125,0.3125,57.5,-0.00219794813345887,1
0.1875,0.3125,57.5,-0.002192413817119286,1
0.25,0.3125,57.5,-0.001527237287669638,1
0.3125,0.3125,57.5,-0.0007815247637447835,1
0.375,0.3125,57.5,-0.0002163085592963055,1
0.4375,0.3125,57.5,0.0001114204877422834,1
0.5,0.3125,57.5,0.0002165428170349292,1
0.5625,0.3125,57.5,0.0001114204877422551,1
0.625,0.3125,57.5,-0.0002163085592963101,1
0.6875,0.3125,57.5,-0.0007815247637447919,1
0.75,0.3125,57.5,-0.00152723728766965,1
0.8125,0.3125,57.5,-0.002192413817119293,1
0.875,0.3125,57.5,-0.002197948133458935,1
0.9375,0.3125,57.5,-0.0009464545647414739,1
1,0.3125,57.5,0.0001188267201489486,1
0,0.375,57.5,0.0001296291492533985,1
0.0625,0.375,57.5,-0.0009520777547536508,1
0.125,0.375,57.5,-0.002056563947888287,1
0.1875,0.375,57.5,-0.001854040864519785,1
0.25,0.375,57.5,-0.0009999954715913116,1
0.3125,0.375,57.5,-0.0001005307366804673,1
0.375,0.375,57.5,0.0005740961386757627,1
0.4375,0.375,57.5,0.0009662191850812146,1
0.5,0.375,57.5,0.001092496083029083,1
0.5625,0.375,57.5,0.0009662191850812043,1
0.625,0.375,57.5,0.0005740961386757998,1
0.6875,0.375,57.5,-0.0001005307366804787,1
0.75,0.375,57.5,-0.0009999954715913144,1
0.8125,0.375,57.5,-0.001854040864519753,1
0.875,0.375,57.5,-0.002056563947888321,1
0.9375,0.375,57.5,-0.000952077754753752,1
1,0.375,57.5,0.0001296291492533985,1
0,0.4375,57.5,0.0001361106067160684,1
0.0625,0.4375,57.5,-0.000956054035487503,1
0.125,0.4375,57.5,-0.001974191878319572,1
0.1875,0.4375,57.5,-0.001656338315187351,1
0.25,0.4375,57.5,-0.0006917941492263238,1
0.3125,0.4375,57.5,0.0002978790141094116,1
0.375,0.4375,57.5,0.001037009709757563,1
0.4375,0.4375,57.5,0.001467278279599714,1
0.5,0.4375,57.5,0.001606123112978949,1
0.5625,0.4375,57.5,0.001467278279599617,1
0.625,0.4375,57.5,0.001037009709757505,1
0.6875,0.4375,57.5,0.000297879014109237,1
0.75,0.4375,57.5,-0.0006917941492264357,1
0.8125,0.4375,57.5,-0.001656338315187402,1
0.875,0.4375,57.5,-0.001974191878319651,1
0.9375,0.4375,57.5,-0.0009560540354875441,1
1,0.4375,57.5,0.0001361106067160684,1
0,0.5,57.5,0.0001382710925369584,1
0.0625,0.5,57.5,-0.0009582666706050906,1
0.125,0.5,57.5,-0.00194856826963484,1
0.1875,0.5,57.5,-0.001593194986265364,1
0.25,0.5,57.5,-0.0005925800442901793,1
0.3125,0.5,57.5,0.0004266367199381691,1
0.375,0.5,57.5,0.001186964461508871,1
0.4375,0.5,57.5,0.00162980445330346,1
0.5,0.5,57.5,0.001772798103558842,1
0.5625,0.5,57.5,0.001629804453303357,1
0.625,0.5,57.5,0.001186964461508764,1
0.6875,0.5,57.5,0.0004266367199380775,1
0.75,0.5,57.5,-0.000592580044290297,1
0.8125,0.5,57.5,-0.0015931949862654,1
0.875,0.5,57.5,-0.001948568269634889,1
0.9375,0.5,57.5,-0.0009582666706051335,1
1,0.5,57.5,0.0001382710925369584,1
0,0.5625,57.5,0.0001361106067160684,1
0.0625,0.5625,57.5,-0.0009560540354875025,1
0.125,0.5625,57.5,-0.001974191878319622,1
0.1875,0.5625,57.5,-0.001656338315187396,1
0.25,0.5625,57.5,-0.0006917941492263738,1
0.3125,0.5625,57.5,0.000297879014109417,1
0.375,0.5625,57.5,0.00103700970975763,1
0.4375,0.5625,57.5,0.001467278279599748,1
0.5,0.5625,57.5,0.001606123112978962,1
0.5625,0.5625,57.5,0.001467278279599647,1
0.625,0.5625,57.5,0.001037009709757595,1
0.6875,0.5625,57.5,0.0002978790141093117,1
0.75,0.5625,57.5,-0.0006917941492263574,1
0.8125,0.5625,57.5,-0.001656338315187407,1
0.875,0.5625,57.5,-0.001974191878319633,1
0.9375,0.5625,57.5,-0.0009560540354875053,1
1,0.5625,57.5,0.0001361106067160684,1
0,0.625,57.5,0.0001296291492533985,1
0.0625,0.625,57.5,-0.0009520777547535915,1
0.125,0.625,57.5,-0.002056563947888236,1
0.1875,0.625,57.5,-0.001854040864519855,1
0.25,0.625,57.5,-0.0009999954715912696,1
0.3125,0.625,57.5,-0.000100530736680376,1
0.375,0.625,57.5,0.0005740961386758111,1
0.4375,0.625,57.5,0.0009662191850812394,1
0.5,0.625,57.5,0.001092496083029067,1
0.5625,0.625,57.5,0.0009662191850812104,1
0.625,0.625,57.5,0.0005740961386758526,1
0.6875,0.625,57.5,-0.0001005307366804598,1
0.75,0.625,57.5,-0.0009999954715912323,1
0.8125,0.625,57.5,-0.001854040864519799,1
0.875,0.625,57.5,-0.002056563947888233,1
0.9375,0.625,57.5,-0.000952077754753595,1
1,0.625,57.5,0.0001296291492533985,1
0,0.6875,57.5,0.0001188267201489486,1
0.0625,0.6875,57.5,-0.0009464545647413441,1
0.125,0.6875,57.5,-0.002197948133459046,1
0.1875,0.6875,57.5,-0.002192413817119317,1
0.25,0.6875,57.5,-0.001527237287669743,1
0.3125,0.6875,57.5,-0.0007815247637447817,1
0.375,0.6875,57.5,-0.000216308559296262,1
0.4375,0.6875,57.5,0.0001114204877422881,1
0.5,0.6875,57.5,0.0002165428170349063,1
0.5625,0.6875,57.5,0.0001114204877422344,1
0.625,0.6875,57.5,-0.0002163085592963324,1
0.6875,0.6875,57.5,-0.0007815247637448479,1
0.75,0.6875,57.5,-0.001527237287669716,1
0.8125,0.6875,57.5,-0.002192413817119275,1
0.875,0.6875,57.5,-0.002197948133458928,1
0.9375,0.6875,57.5,-0.0009464545647412825,1
1,0.6875,57.5,0.0001188267201489486,1
0,0.75,57.5,0.0001037033194027188,1
0.0625,0.75,57.5,-0.0009100003298034265,1
0.125,0.75,57.5,-0.002349169568593574,1
0.1875,0.75,57.5,-0.002612421415381127,1
0.25,0.75,57.5,-0.002210542941723138,1
0.3125,0.75,57.5,-0.001680275479847006,1
0.375,0.75,57.5,-0.001267965122607125,1
0.4375,0.75,57.5,-0.001029782036616573,1
0.5,0.75,57.5,-0.0009539739863730667,1
0.5625,0.75,57.5,-0.001029782036616562,1
0.625,0.75,57.5,-0.001267965122607112,1
0.6875,0.75,57.5,-0.00168027547984702,1
0.75,0.75,57.5,-0.002210542941723202,1
0.8125,0.75,57.5,-0.002612421415381138,1
0.875,0.75,57.5,-0.002349169568593537,1
0.9375,0.75,57.5,-0.0009100003298033557,1
1,0.75,57.5,0.0001037033194027188,1
0,0.8125,57.5,8.425894701470903e-05,1
0.0625,0.8125,57.5,-0.0007369510657728603,1
0.125,0.8125,57.5,-0.002323797574436916,1
0.1875,0.8125,57.5,-0.002877618336389735,1
0.25,0.8125,57.5,-0.002784541774486613,1
0.3125,0.8125,57.5,-0.002513854239680049,1
0.375,0.8125,57.5,-0.002286667138425366,1
0.4375,0.8125,57.5,-0.002156534147664425,1
0.5,0.8125,57.5,-0.00211596904061457,1
0.5625,0.8125,57.5,-0.002156534147664421,1
0.625,0.8125,57.5,-0.002286667138425313,1
0.6875,0.8125,57.5,-0.002513854239680025,1
0.75,0.8125,57.5,-0.002784541774486558,1
0.8125,0.8125,57.5,-0.002877618336389727,1
0.875,0.8125,57.5,-0.002323797574436855,1
0.9375,0.8125,57.5,-0.0007369510657728258,1
1,0.8125,57.5,8.425894701470903e-05,1
0,0.875,57.5,6.04936029849193e-05,1
0.0625,0.875,57.5,-0.0002207722382584829,1
0.125,0.875,57.5,-0.001737429754449454,1
0.1875,0.875,57.5,-0.002483355599968597,1
0.25,0.875,57.5,-0.002668774989051528,1
0.3125,0.875,57.5,-0.002652958254778491,1
0.375,0.875,57.5,-0.002611492294876967,1
0.4375,0.875,57.5,-0.002589680426319279,1
0.5,0.875,57.5,-0.002584283380801915,1
0.5625,0.875,57.5,-0.002589680426319292,1
0.625,0.875,57.5,-0.002611492294876876,1
0.6875,0.875,57.5,-0.002652958254778447,1
0.75,0.875,57.5,-0.002668774989051504,1
0.8125,0.875,57.5,-0.002483355599968536,1
0.875,0.875,57.5,-0.0017374297544494,1
0.9375,0.875,57.5,-0.0002207722382584107,1
1,0.875,57.5,6.04936029849193e-05,1
0,0.9375,57.5,3.240728731334963e-05,1
0.0625,0.9375,57.5,0.0006747879758814963,1
0.125,0.9375,57.5,-0.000327730971783527,1
0.1875,0.9375,57.5,-0.0009708236562316357,1
0.25,0.9375,57.5,-0.001263135643609683,1
0.3125,0.9375,57.5,-0.001398037153851892,1
0.375,0.9375,57.5,-0.001475644535675245,1
0.4375,0.9375,57.5,-0.001523129268531724,1
0.5,0.9375,57.5,-0.001539865800324626,1
0.5625,0.9375,57.5,-0.001523129268531744,1
0.625,0.9375,57.5,-0.001475644535675255,1
0.6875,0.9375,57.5,-0.001398037153851814,1
0.75,0.9375,57.5,-0.001263135643609661,1
0.8125,0.9375,57.5,-0.0009708236562316432,1
0.875,0.9375,57.5,-0.0003277309717835287,1
0.9375,0.9375,57.5,0.0006747879758814995,1
1,0.9375,57.5,3.240728731334963e-05,1
0,1,57.5,0,1
0.0625,1,57.5,1.792396409190385e-08,1
0.125,1,57.5,3.34580663048872e-08,1
0.1875,1,57.5,4.660230663895002e-08,1
0.25,1,57.5,5.735668509409233e-08,1
0.3125,1,57.5,6.572120167031413e-08,1
0.375,1,57.5,7.169585636761541e-08,1
0.4375,1,57.5,7.528064918599619e-08,1
0.5,1,57.5,7.647558012545645e-08,1
0.5625,1,57.5,7.528064918599619e-08,1
0.625,1,57.5,7.169585636761541e-08,1
0.6875,1,57.5,6.572120167031413e-08,1
0.75,1,57.5,5.735668509409233e-08,1
0.8125,1,57.5,4.660230663895002e-08,1
0.875,1,57.5,3.34580663048872e-08,1
0.9375,1,57.5,1.792396409190385e-08,1
1,1,57.5,0,1
0,0,60,0,1
0.0625,0,60,1.207707200647593e-10,1
