tau,bc_left,bc_right,bc_bottom,bc_top,initial_condition,calculated_terms_1,calculated_terms_3,calculated_terms_5,calculated_terms_10,calculated_terms_20
0.492307692307692,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.104625195914,0.113405785738,0.111800698484,0.112151653019,0.1122679832
0.523076923076923,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.100214848334,0.108638531719,0.107098308434,0.10743504391,0.10754666874
0.553846153846154,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0960152003255,0.104098213917,0.102619920595,0.102943081819,0.103050214327
0.584615384615385,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.092013880734,0.0997716455853,0.0983524949313,0.0986626943999,0.0987655369554
0.615384615384615,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0881998821531,0.0956470477525,0.0942843912864,0.0945822109307,0.0946809558176
0.646153846153846,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0845631730787,0.09171365889,0.0904049794961,0.0906909723232,0.0907858022809
0.676923076923077,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0810944733705,0.0879615080306,0.0867044129267,0.0869791045703,0.0870701933049
0.707692307692308,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0777851194539,0.0843812777635,0.0831734918649,0.083437382048,0.0835248947149
0.738461538461538,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0746269791346,0.0809642169698,0.0798035766256,0.0800571405418,0.0801412342008
0.769230769230769,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0716123941259,0.0777020813907,0.0765865284708,0.0768302180878,0.0769110421331
0.8,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0687341383142,0.074587090047,0.0735146663599,0.07374891165,0.0738266082156
0.830769230769231,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0659853852037,0.0716118909443,0.0705807329663,0.0708059430683,0.0708806474114
0.861538461538461,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0633596809303,0.0687695324481,0.0677778663459,0.0679944306622,0.0680662715249
0.892307692307692,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0608509208454,0.0660534383228,0.0650995752527,0.0653078644855,0.0653769644365
0.923076923076923,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0584533285484,0.0634573853078,0.0625397169764,0.0627400841059,0.0628065598631
0.953846153846154,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0561614367271,0.0609754825866,0.0600924770562,0.0602852582651,0.0603492210004
0.984615384615385,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0539700694306,0.0586021527653,0.0577523504919,0.0579378660387,0.057999421666
1.01538461538462,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0518743255424,0.056332114127,0.0555141242163,0.0556926792598,0.0557519287073
1.04615384615385,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0498695633027,0.0541603640042,0.0533728606739,0.0535447460534,0.0536017855203
1.07692307692308,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0479513857759,0.0520821631629,0.051323882399,0.0514893753703,0.0515442965701
1.10769230769231,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0461156271826,0.0500930211127,0.0493627575088,0.049522122441,0.049575012831
1.13846153846154,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0443583400339,0.0481886822772,0.0474852860469,0.0476387750804,0.047689718079
1.16923076923077,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0426757830129,0.0463651129671,0.0456874871187,0.0458353407876,0.0458844159795
1.2,"theta(0,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(1,Y,tau)=(Y-Y^2)*exp(-1*tau)","theta(X,0,tau)=(X-X^2)*exp(-2*tau)","theta(X,1,tau)=(X-X^2)*exp(-2*tau)","theta(X,Y,0)=(X-X^2)+(Y-Y^2)",0.0410644095557,0.0446184891047,0.04396558677,0.0441080345903,0.0441553179206
