x,y,tau,temperature
0.6875,0,2.992973354685279,0.01077186524420456
0.6875,0,3.481304414390745,0.006610151711028456
0.6875,0,4.02935719089486,0.003821159187610374
0.6875,0,4.644435506853363,0.002065713139669491
0.6875,0,5.334736424906477,0.001035800538430644
0.6875,0,6.10945948878558,0.0004773293958646738
0.6875,0,6.978929324345096,0.0002000839391743456
0.6875,0,7.954733234406392,7.540948510953487e-05
0.6875,0,9.049875621120892,2.522386770938438e-05
0.6875,0,10.27895129381766,7.379567295884718e-06
0.6875,0,11.6583399719849,1.857676153447154e-06
0.6875,0,13.20642457549929,3.950439411769732e-07
0.6875,0,14.94383621122661,6.951797599050698e-08
0.6875,0,16.89372912089576,9.891664737553875e-09
0.6875,0,19.08208925443797,1.108859847773228e-09
0.6875,0,21.53808058110497,9.511591213405174e-11
0.6875,0,24.29443375360584,6.042048457705822e-12
0.6875,0,27.38788230493525,2.739785533086229e-13
0.6875,0,30.85965219102699,8.510323403601715e-15
0.6875,0,34.75601120329945,1.728935714653128e-16
0.6875,0,39.12888557303689,2.181040031290545e-18
0.6875,0,44.03655198500699,1.611725937426213e-20
0.6875,0,49.54441422268333,6.535171937173677e-23
0.6875,0,55.72587479531476,1.351085401180603e-25
0.6875,0,62.66331316289408,1.311570378771523e-28
0.6875,0,70.4491835956928,5.45043335868799e-32
0.6875,0,79.18724729938236,8.740538396113927e-36
0.6875,0,88.99395522610187,4.814365372645048e-40
0.6875,0,100,7.992350729732037e-45
0.75,0,0,0.1875
0.75,0,0.1222976003915649,0.1659159350990066
0.75,0,0.2595519038446648,0.1446369690892652
0.75,0,0.4135920792534944,0.1239882454256122
0.75,0,0.5864709984787198,0.1043038054470998
0.75,0,0.7804925946834771,0.08590879847775929
0.75,0,0.9982425665282177,0.06909872498606914
0.75,0,1.242622837414901,0.05411741337979858
0.75,0,1.516890229014066,0.04113620427665342
0.75,0,1.824699864471462,0.03023738222525328
0.75,0,2.170153879722701,0.0214050091204767
0.75,0,2.557856092084797,0.0145257473390116
0.75,0,2.992973354685279,0.009400900576760341
0.75,0,3.481304414390745,0.005768859675079381
0.75,0,4.02935719089486,0.003334829836459963
0.75,0,4.644435506853363,0.001802804194620646
0.75,0,5.334736424906477,0.0009039713789940162
0.75,0,6.10945948878558,0.0004165783818455335
0.75,0,6.978929324345096,0.0001746187105521561
0.75,0,7.954733234406392,6.581191427741225e-05
0.75,0,9.049875621120892,2.201355727364455e-05
0.75,0,10.27895129381766,6.440349640044845e-06
0.75,0,11.6583399719849,1.621244643008426e-06
0.75,0,13.20642457549929,3.447656213908129e-07
0.75,0,14.94383621122661,6.067023359171519e-08
0.75,0,16.89372912089576,8.632725589137928e-09
0.75,0,19.08208925443797,9.677322307839082e-10
0.75,0,21.53808058110497,8.301025058971788e-11
0.75,0,24.29443375360584,5.273060472179626e-12
0.75,0,27.38788230493525,2.391085556147981e-13
0.75,0,30.85965219102699,7.427191334052406e-15
0.75,0,34.75601120329945,1.508889350970003e-16
0.75,0,39.12888557303689,1.903453118217203e-18
0.75,0,44.03655198500699,1.406597181753786e-20
0.75,0,49.54441422268333,5.703422781533391e-23
0.75,0,55.72587479531476,1.179129077393981e-25
0.75,0,62.66331316289408,1.144643239655147e-28
0.75,0,70.4491835956928,4.756741840309518e-32
0.75,0,79.18724729938236,7.628106236608519e-36
0.75,0,88.99395522610187,4.201627961581133e-40
0.75,0,100,6.975142455038869e-45
0.8125,0,0,0.15234375
0.8125,0,0.1222976003915649,0.1348066972679428
0.8125,0,0.2595519038446648,0.117517537385028
0.8125,0,0.4135920792534944,0.1007404494083099
0.8125,0,0.5864709984787198,0.08474684192576858
0.8125,0,0.7804925946834771,0.06980089876317942
0.8125,0,0.9982425665282177,0.05614271405118117
0.8125,0,1.242622837414901,0.04397039837108634
0.8125,0,1.516890229014066,0.0334231659747809
0.8125,0,1.824699864471462,0.0245678730580183
0.8125,0,2.170153879722701,0.01739156991038732
0.8125,0,2.557856092084797,0.01180216971294693
0.8125,0,2.992973354685279,0.007638231718617776
0.8125,0,3.481304414390745,0.004687198486001997
0.8125,0,4.02935719089486,0.00270954924212372
0.8125,0,4.644435506853363,0.001464778408129275
0.8125,0,5.334736424906477,0.0007344767454326382
0.8125,0,6.10945948878558,0.0003384699352494959
0.8125,0,6.978929324345096,0.0001418777023236269
0.8125,0,7.954733234406392,5.347218035039746e-05
0.8125,0,9.049875621120892,1.78860152848362e-05
0.8125,0,10.27895129381766,5.232784082536437e-06
0.8125,0,11.6583399719849,1.317261272444346e-06
0.8125,0,13.20642457549929,2.801220673800355e-07
0.8125,0,14.94383621122661,4.929456479326859e-08
0.8125,0,16.89372912089576,7.014089541174566e-09
0.8125,0,19.08208925443797,7.862824375119255e-10
0.8125,0,21.53808058110497,6.744582860414578e-11
0.8125,0,24.29443375360584,4.284361633645946e-12
0.8125,0,27.38788230493525,1.942757014370235e-13
0.8125,0,30.85965219102699,6.03459295891758e-15
0.8125,0,34.75601120329945,1.225972597663127e-16
0.8125,0,39.12888557303689,1.546555658551477e-18
0.8125,0,44.03655198500699,1.142860210174951e-20
0.8125,0,49.54441422268333,4.63403100999588e-23
0.8125,0,55.72587479531476,9.580423753826095e-26
0.8125,0,62.66331316289408,9.300226322198072e-29
0.8125,0,70.4491835956928,3.864852745251484e-32
0.8125,0,79.18724729938236,6.197836317244422e-36
0.8125,0,88.99395522610187,3.413822718784671e-40
0.8125,0,100,5.667303244719081e-45
0.875,0,0,0.109375
0.875,0,0.1222976003915649,0.09678429547442051
0.875,0,0.2595519038446648,0.08437156530207135
0.875,0,0.4135920792534944,0.0723264764982738
0.875,0,0.5864709984787198,0.06084388651080821
0.875,0,0.7804925946834771,0.05011346577869292
0.875,0,0.9982425665282177,0.040307589575207
0.875,0,1.242622837414901,0.03156849113821584
0.875,0,1.516890229014066,0.02399611916138116
0.875,0,1.824699864471462,0.01763847296473108
0.875,0,2.170153879722701,0.01248625532027807
0.875,0,2.557856092084797,0.008473352614423436
0.875,0,2.992973354685279,0.005483858669776865
0.875,0,3.481304414390745,0.003365168143796305
0.875,0,4.02935719089486,0.001945317404601645
0.875,0,4.644435506853363,0.001051635780195377
0.875,0,5.334736424906477,0.0005273166377465095
